0.000000	0.000000	0.998264
0.500000	0.000513	0.997873
0.333333	0.000513	0.997864
0.500000	0.001026	0.997811
0.600000	0.001538	0.997553
0.500000	0.001538	0.997422
0.571429	0.002051	0.997309
0.625000	0.002564	0.997224
0.555556	0.002564	0.997184
0.600000	0.003077	0.997007
0.545455	0.003077	0.996909
0.500000	0.003077	0.996907
0.538462	0.003590	0.996754
0.571429	0.004103	0.996495
0.600000	0.004615	0.996308
0.562500	0.004615	0.995640
0.588235	0.005128	0.995610
0.611111	0.005641	0.995543
0.631579	0.006154	0.995504
0.650000	0.006667	0.995432
0.666667	0.007179	0.995079
0.681818	0.007692	0.995020
0.695652	0.008205	0.994965
0.708333	0.008718	0.994935
0.720000	0.009231	0.994798
0.692308	0.009231	0.994781
0.703704	0.009744	0.994694
0.714286	0.010256	0.994478
0.724138	0.010769	0.993931
0.700000	0.010769	0.993632
0.709677	0.011282	0.993627
0.718750	0.011795	0.993464
0.696970	0.011795	0.993459
0.705882	0.012308	0.993033
0.714286	0.012821	0.992931
0.694444	0.012821	0.992919
0.702703	0.013333	0.992916
0.710526	0.013846	0.992735
0.717949	0.014359	0.992675
0.725000	0.014872	0.992484
0.707317	0.014872	0.992430
0.714286	0.015385	0.992290
0.720930	0.015897	0.992134
0.727273	0.016410	0.991870
0.711111	0.016410	0.991714
0.717391	0.016923	0.991582
0.723404	0.017436	0.991501
0.729167	0.017949	0.991415
0.734694	0.018462	0.991364
0.740000	0.018974	0.991356
0.745098	0.019487	0.991328
0.730769	0.019487	0.991320
0.735849	0.020000	0.991243
0.722222	0.020000	0.991205
0.709091	0.020000	0.991116
0.714286	0.020513	0.991115
0.719298	0.021026	0.990997
0.724138	0.021538	0.990817
0.711864	0.021538	0.990681
0.716667	0.022051	0.990465
0.721311	0.022564	0.990176
0.725806	0.023077	0.990155
0.730159	0.023590	0.990034
0.734375	0.024103	0.989829
0.723077	0.024103	0.989670
0.727273	0.024615	0.989597
0.731343	0.025128	0.989498
0.735294	0.025641	0.989363
0.724638	0.025641	0.989321
0.728571	0.026154	0.989237
0.718310	0.026154	0.989235
0.708333	0.026154	0.989150
0.712329	0.026667	0.988882
0.702703	0.026667	0.988838
0.706667	0.027179	0.988832
0.710526	0.027692	0.988819
0.701299	0.027692	0.988736
0.705128	0.028205	0.988670
0.708861	0.028718	0.988648
0.712500	0.029231	0.988560
0.703704	0.029231	0.988497
0.707317	0.029744	0.988024
0.710843	0.030256	0.987966
0.714286	0.030769	0.987839
0.717647	0.031282	0.987551
0.720930	0.031795	0.987444
0.724138	0.032308	0.987231
0.727273	0.032821	0.987180
0.730337	0.033333	0.986994
0.722222	0.033333	0.986737
0.725275	0.033846	0.986641
0.728261	0.034359	0.986380
0.731183	0.034872	0.986346
0.734043	0.035385	0.986265
0.736842	0.035897	0.986220
0.729167	0.035897	0.986103
0.721649	0.035897	0.986000
0.724490	0.036410	0.985833
0.717172	0.036410	0.985826
0.720000	0.036923	0.985641
0.712871	0.036923	0.985618
0.715686	0.037436	0.985486
0.708738	0.037436	0.985429
0.711538	0.037949	0.985356
0.714286	0.038462	0.985342
0.716981	0.038974	0.985189
0.719626	0.039487	0.985027
0.722222	0.040000	0.984752
0.715596	0.040000	0.984601
0.718182	0.040513	0.984445
0.720721	0.041026	0.984394
0.723214	0.041538	0.983948
0.725664	0.042051	0.983944
0.728070	0.042564	0.983902
0.730435	0.043077	0.983871
0.732759	0.043590	0.983854
0.726496	0.043590	0.983841
0.728814	0.044103	0.983836
0.731092	0.044615	0.983809
0.725000	0.044615	0.983789
0.719008	0.044615	0.983587
0.721311	0.045128	0.983478
0.723577	0.045641	0.983432
0.725806	0.046154	0.983306
0.728000	0.046667	0.982963
0.730159	0.047179	0.982480
0.724409	0.047179	0.982229
0.718750	0.047179	0.982058
0.720930	0.047692	0.981801
0.723077	0.048205	0.981694
0.717557	0.048205	0.981576
0.719697	0.048718	0.981446
0.714286	0.048718	0.981301
0.716418	0.049231	0.981298
0.718519	0.049744	0.981164
0.713235	0.049744	0.981139
0.715328	0.050256	0.980992
0.717391	0.050769	0.980436
0.719424	0.051282	0.980300
0.721429	0.051795	0.980298
0.723404	0.052308	0.980285
0.718310	0.052308	0.980263
0.713287	0.052308	0.980214
0.715278	0.052821	0.980039
0.710345	0.052821	0.979990
0.712329	0.053333	0.979676
0.714286	0.053846	0.979483
0.716216	0.054359	0.978897
0.718121	0.054872	0.978771
0.720000	0.055385	0.978735
0.715232	0.055385	0.978656
0.710526	0.055385	0.978538
0.712418	0.055897	0.978258
0.714286	0.056410	0.978238
0.709677	0.056410	0.978185
0.705128	0.056410	0.978099
0.707006	0.056923	0.977894
0.708861	0.057436	0.977824
0.710692	0.057949	0.977817
0.712500	0.058462	0.977767
0.708075	0.058462	0.977329
0.703704	0.058462	0.977231
0.699387	0.058462	0.977191
0.695122	0.058462	0.977008
0.696970	0.058974	0.976535
0.692771	0.058974	0.976512
0.694611	0.059487	0.976507
0.696429	0.060000	0.976498
0.692308	0.060000	0.976476
0.688235	0.060000	0.976422
0.690058	0.060513	0.976268
0.691860	0.061026	0.976164
0.687861	0.061026	0.976145
0.689655	0.061538	0.975927
0.685714	0.061538	0.975889
0.687500	0.062051	0.975768
0.689266	0.062564	0.975683
0.685393	0.062564	0.975498
0.687151	0.063077	0.975483
0.688889	0.063590	0.975470
0.690608	0.064103	0.975415
0.692308	0.064615	0.975088
0.693989	0.065128	0.974782
0.695652	0.065641	0.974779
0.691892	0.065641	0.974755
0.693548	0.066154	0.974608
0.695187	0.066667	0.974567
0.696809	0.067179	0.974522
0.693122	0.067179	0.974484
0.689474	0.067179	0.974440
0.691099	0.067692	0.974340
0.692708	0.068205	0.974083
0.689119	0.068205	0.974062
0.685567	0.068205	0.974037
0.682051	0.068205	0.974015
0.683673	0.068718	0.973934
0.685279	0.069231	0.973119
0.686869	0.069744	0.973107
0.688442	0.070256	0.973062
0.685000	0.070256	0.972657
0.686567	0.070769	0.972417
0.683168	0.070769	0.972231
0.684729	0.071282	0.972104
0.686275	0.071795	0.972091
0.687805	0.072308	0.972048
0.684466	0.072308	0.971643
0.681159	0.072308	0.971638
0.682692	0.072821	0.971529
0.684211	0.073333	0.971206
0.680952	0.073333	0.971198
0.677725	0.073333	0.971177
0.679245	0.073846	0.970630
0.680751	0.074359	0.970595
0.677570	0.074359	0.970390
0.679070	0.074872	0.970333
0.675926	0.074872	0.970325
0.677419	0.075385	0.970252
0.674312	0.075385	0.970251
0.671233	0.075385	0.970214
0.668182	0.075385	0.970188
0.665158	0.075385	0.970126
0.666667	0.075897	0.970049
0.668161	0.076410	0.969918
0.665179	0.076410	0.969488
0.662222	0.076410	0.969422
0.659292	0.076410	0.969416
0.656388	0.076410	0.969307
0.657895	0.076923	0.969239
0.655022	0.076923	0.969219
0.652174	0.076923	0.969061
0.649351	0.076923	0.968959
0.650862	0.077436	0.968787
0.652361	0.077949	0.968599
0.653846	0.078462	0.968598
0.655319	0.078974	0.968544
0.652542	0.078974	0.968448
0.649789	0.078974	0.968423
0.651261	0.079487	0.968368
0.648536	0.079487	0.968314
0.645833	0.079487	0.968255
0.643154	0.079487	0.968174
0.644628	0.080000	0.968166
0.646091	0.080513	0.968110
